"","HHID","ProvinceCode","HIndivNo","Region","Total_Exp_Month","Total_Exp_Month_nondurable","Size","EqSizeRevOECD","Weight","Decile","HSex","HEduLevel","HEduYears","HActivityState","Benzin_Exp","Transportation_Exp","Other_Exp","Benzin_Exp_Add","Mehr98","Yaraneh2","Yaraneh","BenzinP1","TransportationP1","Other_ExpP1","BenzinP2","TransportationP2","Other_ExpP2","BenzinShare","TransportationShare","Other_ExpShare","CV","Loss","Loss_Amount","taxicode","Win_Amount","Win_Share"
"169","20410435411",4,1,"Rural",1777032.33333333,1755000,1,1,419,1,"Female","Illiterate",0,"Housekeeper",0,0,1777032.33333333,0,177,550000,550000,0,0,2295873.89051095,0,0,2984636.05766423,0,0,1,-533109.7,0,NA,0,16890.2999999999,0.00950477922273779
"170","20411436314",4,1,"Rural",559532.333333333,550000,1,1,384,1,"Male","Illiterate",0,"Other",0,0,559532.333333333,0,177,550000,550000,0,0,722899.437956204,0,0,939769.269343066,0,0,1,-167859.7,0,NA,0,382140.3,0.682963748892676
"171","20412436802",4,1,"Rural",2934847,2865000,3,2.2,375,1,"Male","Secondary",12,"Employed",0,0,2934847,0,177,1380000,1380000,0,0,3791736.6350365,0,0,4929257.62554745,0,0,1,-880454.1,0,NA,0,499545.9,0.170211905424712
"172","20414437811",4,1,"Rural",1648699,1585000,1,1,274,1,"Male","Illiterate",0,"Other",0,2e+05,1448699,0,177,550000,550000,0,258394.160583942,1871676.81021898,0,286817.518248175,2433179.85328467,0,0.121307770551204,0.878692229448796,-453919.79554719,0,NA,0,96080.2044528101,0.0582763769813714
"173","20414438002",4,1,"Rural",3906597,3878000,3,2.2,329,1,"Male","Primary",5,"Unemployed",0,0,3906597,0,177,1380000,1380000,0,0,5047209.26277372,0,0,6561372.04160584,0,0,1,-1171979.1,0,NA,0,208020.9,0.0532486202185687
"174","20415438111",4,1,"Rural",5967194,5385000,6,3.7,255,1,"Male","Primary",5,"Employed",0,250000,5717194,0,177,2050000,2050000,0,322992.700729927,7386447.72262774,0,358521.897810219,9602382.03941606,0,0.0418957386000857,0.958104261399914,-1738976.41009733,0,NA,0,311023.58990267,0.0521222520840901
"175","20501439508",5,1,"Rural",6665991.66666667,5975000,5,3.4,203,2,"Female","Illiterate",0,"Income without Work",0,450000,6215991.66666667,0,187.4,2050000,2050000,0,615547.445255474,8502750.64476886,0,683257.664233577,11053575.8381995,0,0.0675068350670505,0.932493164932949,-1907856.22561773,0,NA,0,142143.774382273,0.0213237251845158
"176","20505444402",5,1,"Rural",6638775,6249700,5,3.4,184,2,"Male","Primary",5,"Employed",0,2e+05,6438775,0,187.4,2050000,2050000,0,273576.642335766,8807492.22627737,0,303670.072992701,11449739.8941606,0,0.0301260398190931,0.969873960180907,-1950649.01416949,0,NA,0,99350.9858305096,0.0149652587759804
"177","20508446314",5,1,"Rural",3440896.66666667,3254500,2,1.5,177,3,"Female","Primary",5,"Income without Work",0,150000,3290896.66666667,0,187.4,1030000,1030000,0,205182.481751825,4501562.30170316,0,227752.554744526,5852030.99221411,0,0.0435932881836033,0.956406711816397,-1001564.0395417,0,NA,0,28435.9604583035,0.00826411346024247
"178","20601451414",6,1,"Rural",6522559.66666667,4235000,7,4.2,371,1,"Male","Primary",5,"Other",0,80000,6442559.66666667,0,183.6,2050000,2050000,0,107211.678832117,8633970.4729927,0,119004.96350365,11224161.6148905,0,0.0122651235233366,0.987734876476663,-1940351.37036508,0,NA,0,109648.629634924,0.0168106748329617
"179","20607455017",6,1,"Rural",6456495,6238000,5,3.2,322,1,"Male","Primary",5,"Unemployed",0,150000,6306495,0,183.6,2050000,2050000,0,201021.897810219,8451623.95620438,0,223134.306569343,10987111.1430657,0,0.0232324194473937,0.976767580552606,-1906194.15280306,0,NA,0,143805.847196938,0.0222730517404471
"180","20621462002",6,1,"Rural",6387661.66666667,5910000,5,3.2,472,1,"Male","Primary",5,"Employed",0,350000,6037661.66666667,0,183.6,2050000,2050000,0,469051.094890511,8091348.04379562,0,520646.715328467,10518752.4569343,0,0.054793133741951,0.945206866258049,-1844716.87442295,0,NA,0,205283.125577055,0.0321374450134551
"181","20621462008",6,1,"Rural",5835629.33333333,5460000,4,2.7,472,1,"Male","Primary",5,"Employed",0,3e+05,5535629.33333333,0,183.6,1720000,1720000,0,402043.795620438,7418551.42773723,0,446268.613138686,9644116.85605839,0,0.0514083371070861,0.948591662892914,-1689316.73480448,0,NA,0,30683.2651955173,0.00525791880239092
"182","20621462014",6,1,"Rural",6518860.66666667,5965000,6,3.7,472,1,"Male","Illiterate",0,"Employed",0,150000,6368860.66666667,0,183.6,2050000,2050000,0,201021.897810219,8535203.0540146,0,223134.306569343,11095763.970219,0,0.0230101558646598,0.97698984413534,-1924903.31310247,0,NA,0,125096.686897528,0.0191899617577645
"183","20702463702",7,1,"Rural",1792199,1766000,1,1,252,1,"Female","Illiterate",0,"Income without Work",0,0,1792199,0,174.5,550000,550000,0,0,2282764.41970803,0,0,2967593.74562044,0,0,1,-537659.7,0,NA,0,12340.2999999999,0.0068855634893223
"184","20704465002",7,1,"Rural",4229166.66666667,4195000,3,2.4,546,1,"Female","Primary",5,"Housekeeper",0,0,4229166.66666667,0,174.5,1380000,1380000,0,0,5386785.27980535,0,0,7002820.86374696,0,0,1,-1268750,0,NA,0,111250,0.0263054187192118
"185","20705465902",7,1,"Rural",5637578.33333333,5225000,5,3.6,639,1,"Male","Illiterate",0,"Employed",0,1e+05,5537578.33333333,0,174.5,2050000,2050000,0,127372.262773723,7053338.82603406,0,141383.211678832,9169340.47384428,0,0.0177381127298453,0.982261887270155,-1670761.70521298,0,NA,0,379238.29478702,0.0672697162440647
"186","20708468117",7,1,"Rural",3341531.33333333,3305800,2,1.7,545,1,"Male","Illiterate",0,"Income without Work",0,0,3341531.33333333,0,174.5,1030000,1030000,0,0,4256184.07055961,0,0,5533039.2917275,0,0,1,-1002459.4,0,NA,0,27540.5999999999,0.00824190984692244
"187","20709468314",7,1,"Rural",6263911.66666667,4955000,5,3.2,474,1,"Male","Secondary",8,"Employed",0,180000,6083911.66666667,0,174.5,2050000,2050000,0,229270.072992701,7749215.95498784,0,254489.781021898,10073980.7414842,0,0.0287360374121921,0.971263962587808,-1842284.31519689,0,NA,0,207715.684803111,0.0331606982755628
"188","20709468517",7,1,"Rural",6154828.33333333,5768000,5,3.2,474,1,"Male","Primary",5,"Employed",0,3e+05,5854828.33333333,0,174.5,2050000,2050000,0,382116.788321168,7457427.3296837,0,424149.635036496,9694655.52858881,0,0.0487422205385095,0.95125777946149,-1785063.52376392,0,NA,0,264936.476236078,0.0430453071779817
"189","20710469002",7,1,"Rural",3422064.66666667,3403000,2,1.7,691,1,"Male","Illiterate",0,"Income without Work",0,0,3422064.66666667,0,174.5,1030000,1030000,0,0,4358761.19951338,0,0,5666389.5593674,0,0,1,-1026619.4,0,NA,0,3380.59999999986,0.000987883143451174
"190","20719474114",7,1,"Rural",5322022.66666667,5138560,4,2.9,334,1,"Male","Illiterate",0,"Income without Work",0,0,5322022.66666667,0,174.5,1720000,1720000,0,0,6778780.69586375,0,0,8812414.90462287,0,0,1,-1596606.8,0,NA,0,123393.2,0.0231853954273525
"191","20801477514",8,1,"Rural",3479013.66666667,3345000,3,2,1250,1,"Female","Secondary",12,"Income without Work",0,2e+05,3279013.66666667,0,177.3,1380000,1380000,0,258832.116788321,4243570.24160584,0,287303.649635037,5516641.31408759,0,0.057487558015725,0.942512441984275,-1002809.00715396,0,NA,0,377190.992846038,0.108418945421228
"192","20803479514",8,1,"Rural",4987148,4776000,4,2.7,1308,1,"Male","Secondary",11,"Employed",0,3e+05,4687148,0,177.3,1720000,1720000,0,388248.175182482,6065922.19270073,0,430955.474452555,7885698.85051095,0,0.0601546214389467,0.939845378561053,-1434814.66447226,0,NA,0,285185.335527737,0.0571840529953666
"193","20808483202",8,1,"Rural",4802296,4535000,4,3.1,1313,1,"Female","Illiterate",0,"Income without Work",0,150000,4652296,0,177.3,1720000,1720000,0,194124.087591241,6020818.1080292,0,215477.737226277,7827063.54043796,0,0.0312350592300016,0.968764940769998,-1409953.87640618,0,NA,0,310046.123593821,0.0645620602299027
"194","20809483517",8,1,"Rural",4495629.33333333,4385000,4,2.7,486,1,"Male","Illiterate",0,"Employed",0,1e+05,4395629.33333333,0,177.3,1720000,1720000,0,129416.058394161,5688650.22481752,0,143651.824817518,7395245.29226277,0,0.0222438267449096,0.97775617325509,-1328184.3014698,0,NA,0,391815.698530201,0.0871548051404151
"195","20809483608",8,1,"Rural",5688546,5539000,4,2.7,608,2,"Male","Secondary",11,"Employed",0,70000,5618546,0,177.3,1720000,1720000,0,90591.2408759124,7271300.77226277,0,100556.277372263,9452691.00394161,0,0.0123054291905172,0.987694570809483,-1692199.38229438,0,NA,0,27800.6177056243,0.00488712189470285
"196","20809483617",8,1,"Rural",4624013.66666667,4555000,3,2.4,608,1,"Female","Illiterate",0,"Income without Work",0,1e+05,4524013.66666667,0,177.3,1380000,1380000,0,129416.058394161,5854800.16861314,0,143651.824817518,7611240.21919708,0,0.0216262336594882,0.978373766340512,-1366698.60158492,0,NA,0,13301.3984150768,0.00287659150122396
"197","20809483908",8,1,"Rural",5120027.33333333,4657000,6,3.7,486,1,"Male","Primary",5,"Income without Work",0,4e+05,4720027.33333333,0,177.3,2050000,2050000,0,517664.233576642,6108473.32992701,0,574607.299270073,7941015.32890511,0,0.0781245829286588,0.921875417071341,-1454351.01611205,0,NA,0,595648.983887947,0.116337071095313
"198","20810484011",8,1,"Rural",3423583.33333333,3409000,3,2.4,845,1,"Male","Secondary",11,"Employed",0,0,3423583.33333333,0,177.3,1380000,1380000,0,0,4430666.60583942,0,0,5759866.58759124,0,0,1,-1027075,0,NA,0,352925,0.103086434778375
"199","20812485105",8,1,"Rural",5315296,5158000,4,3.1,550,1,"Female","Illiterate",0,"Income without Work",2e+05,3e+05,4815296,0,177.3,1720000,1720000,2e+05,388248.175182482,6231766.28321168,3e+05,430955.474452555,8101296.16817518,0.0376272553776873,0.056440883066531,0.905931861555782,-1570216.44626509,0,NA,0,149783.553734908,0.0281797201388047
"200","20812485211",8,1,"Rural",5174379.33333333,5e+06,4,2.7,550,1,"Male","Primary",5,"Employed",0,1e+05,5074379.33333333,0,177.3,1720000,1720000,0,129416.058394161,6567061.72116788,0,143651.824817518,8537180.23751825,0,0.0193259893714789,0.980674010628521,-1531804.57691099,0,NA,0,188195.423089006,0.0363706274637911
"201","20813485611",8,1,"Rural",3656513.66666667,3567500,3,2.2,508,1,"Male","Illiterate",0,"Income without Work",0,1e+05,3556513.66666667,0,177.3,1380000,1380000,0,129416.058394161,4602699.80364964,0,143651.824817518,5983509.74474453,0,0.0273484551450238,0.972651544854976,-1076457.86338753,0,NA,0,303542.136612473,0.0830140850777093
"202","20815486008",8,1,"Rural",5239129.33333333,4980000,4,2.7,795,1,"Male","Primary",5,"Employed",320000,0,4919129.33333333,0,177.3,1720000,1720000,320000,0,6366143.29051095,480000,0,8275986.27766423,0.0610788510151941,0,0.938921148984806,-1631529.66941748,0,NA,0,88470.3305825195,0.0168864566903584
"203","20815486305",8,1,"Rural",5014879.33333333,4808000,4,2.7,636,1,"Male","Secondary",8,"Employed",3e+05,0,4714879.33333333,0,177.3,1720000,1720000,3e+05,0,6101810.99124088,450000,0,7932354.28861314,0.0598219777704189,0,0.940178022229581,-1560512.69211823,0,NA,0,159487.307881772,0.0318028206225578
"204","20815486317",8,1,"Rural",5063995,4783000,5,3.2,636,1,"Male","Primary",5,"Income without Work",350000,0,4713995,0,177.3,2050000,2050000,350000,0,6100666.52189781,525000,0,7930866.47846715,0.0691153920965562,0,0.930884607903444,-1584632.43667789,0,NA,0,465367.563322113,0.0918973188800764
"205","20815486411",8,1,"Rural",5257212.66666667,5102000,4,2.7,636,1,"Male","Secondary",8,"Employed",0,1e+05,5157212.66666667,0,177.3,1720000,1720000,0,129416.058394161,6674261.35620438,0,143651.824817518,8676539.76306569,0,0.0190214865443906,0.980978513455609,-1556654.08377672,0,NA,0,163345.916223282,0.0310708214752232
"206","20815486617",8,1,"Rural",5211962.66666667,5148000,4,2.7,530,1,"Male","Illiterate",0,"Employed",0,2e+05,5011962.66666667,0,177.3,1720000,1720000,0,258832.116788321,6486284.53138686,0,287303.649635037,8432169.89080292,0,0.0383732602842896,0.96162673971571,-1522631.98410972,0,NA,0,197368.015890284,0.0378682712277583
"207","20816486714",8,1,"Rural",6903078.33333333,6725000,5,3.8,464,1,"Male","Illiterate",0,"Income without Work",0,6e+05,6303078.33333333,0,177.3,2050000,2050000,0,776496.350364964,8157195.53649635,0,861910.94890511,10604354.1974453,0,0.0869177446680189,0.913082255331981,-1948522.59807268,0,NA,0,101477.401927323,0.014700311517155
"208","20816486905",8,1,"Rural",6467661.66666667,6195000,5,3.2,464,1,"Male","Primary",5,"Employed",0,1e+05,6367661.66666667,0,177.3,2050000,2050000,0,129416.058394161,8240776.74087591,0,143651.824817518,10713009.7631387,0,0.0154615385210059,0.984538461478994,-1919783.01736174,0,NA,0,130216.982638258,0.0201335489315059
"209","20816487105",8,1,"Rural",6656828.33333333,5930000,5,3.6,464,1,"Male","Illiterate",0,"Employed",0,3e+05,6356828.33333333,0,177.3,2050000,2050000,0,388248.175182482,8226756.66788321,0,430955.474452555,10694783.6682482,0,0.0450665068975541,0.954933493102446,-1935645.7176663,0,NA,0,114354.282333703,0.0171784935118556
"210","20816487117",8,1,"Rural",4792097,4691000,3,2.4,464,1,"Male","Illiterate",0,"Income without Work",0,350000,4442097,0,177.3,1380000,1380000,0,452956.204379562,5748786.84744526,0,502781.386861314,7473422.90167883,0,0.0730369189104478,0.926963081089552,-1366150.39714744,0,NA,0,13849.6028525645,0.00289009234424189
"211","20817487711",8,1,"Rural",6523995,6218000,5,3.2,582,1,"Male","Secondary",12,"Employed",2e+05,150000,6173995,0,177.3,2050000,2050000,2e+05,194124.087591241,7990140.97445256,3e+05,215477.737226277,10387183.2667883,0.0306560627345668,0.0229920470509251,0.946351890214508,-1963596.3026474,0,NA,0,86403.6973526021,0.0132439858326995
"212","20819488308",8,1,"Rural",5133962.66666667,4715000,4,2.7,620,1,"Male","Secondary",8,"Employed",2e+05,0,4933962.66666667,0,177.3,1720000,1720000,2e+05,0,6385340.00583942,3e+05,0,8300942.00759124,0.0389562630243773,0,0.961043736975623,-1577498.91859875,0,NA,0,142501.081401246,0.0277565480416257
"213","20819488314",8,1,"Rural",4648161.66666667,4318000,5,3.2,620,1,"Male","Primary",5,"Employed",0,150000,4498161.66666667,0,177.3,2050000,2050000,0,194124.087591241,5821343.52919708,0,215477.737226277,7567746.58795621,0,0.0322708224792812,0.967729177520719,-1363716.08916236,0,NA,0,686283.910837635,0.147646308380188
"214","20821488717",8,1,"Rural",6810860.66666667,6251000,6,4.1,745,1,"Male","Illiterate",0,"Income without Work",0,3e+05,6510860.66666667,0,177.3,2050000,2050000,0,388248.175182482,8426099.24233577,0,430955.474452555,10953929.0150365,0,0.0440472966167467,0.955952703383253,-1981850.4791306,0,NA,0,68149.5208694001,0.0100060072000788
"215","20822489608",8,1,"Rural",4632379.33333333,3648000,4,2.7,745,1,"Male","Illiterate",0,"Employed",6e+05,0,4032379.33333333,0,177.3,1720000,1720000,6e+05,0,5218546.39270073,9e+05,0,6784110.31051095,0.129523071584955,0,0.870476928415045,-1502373.29684127,0,NA,0,217626.703158734,0.0469794650867108
"216","20904490105",9,1,"Rural",5530729.33333333,5240100,4,2.7,341,1,"Male","Secondary",8,"Unemployed",50000,0,5480729.33333333,0,178.5,1720000,1720000,50000,0,7140950.26277372,75000,0,9283235.34160584,0.00904039901187233,0,0.990959600988128,-1668526.37409036,0,NA,0,51473.6259096442,0.00930684233622067
"217","20904490508",9,1,"Rural",5316360.66666667,4562500,6,3.9,341,1,"Male","Primary",5,"Employed",3e+05,0,5016360.66666667,0,178.5,2050000,2050000,3e+05,0,6535915.17518248,450000,0,8496689.72773723,0.0564295800849227,0,0.943570419915077,-1650943.47030699,0,NA,0,399056.529693012,0.0750619746690773
"218","20905490608",9,1,"Rural",1308699,1270000,1,1,558,1,"Female","Illiterate",0,"Income without Work",0,0,1308699,0,178.5,550000,550000,0,0,1705129.7189781,0,0,2216668.63467153,0,0,1,-392609.7,0,NA,0,157390.3,0.120264705635138
"219","20905490611",9,1,"Rural",5598296,4648500,4,3.1,558,1,"Male","Primary",5,"Income without Work",0,120000,5478296,0,178.5,1720000,1720000,0,156350.364963504,7137779.82481752,0,173548.905109489,9279113.77226277,0,0.0214350938214057,0.978564906178594,-1654881.830539,0,NA,0,65118.1694610037,0.0116317839322901
"220","20906491805",9,1,"Rural",4014430.33333333,3825000,3,2.2,684,1,"Male","Primary",5,"Employed",150000,0,3864430.33333333,0,178.5,1380000,1380000,150000,0,5035042.44160584,225000,0,6545555.17408759,0.0373652019203057,0,0.962634798079694,-1232308.50066289,0,NA,0,147691.499337109,0.0367901512976252
"221","20915494808",9,1,"Rural",5461796,4979500,4,2.7,414,1,"Male","Secondary",8,"Employed",160000,0,5301796,0,178.5,1720000,1720000,160000,0,6907814.49635036,240000,0,8980158.84525547,0.0292943932728355,0,0.970705606727164,-1668366.25091517,0,NA,0,51633.7490848303,0.00945362094901206
"222","20916495308",9,1,"Rural",3306064.66666667,3262000,2,1.7,1168,1,"Male","Illiterate",0,"Income without Work",0,0,3306064.66666667,0,178.5,1030000,1030000,0,0,4307536.81021898,0,0,5599797.85328467,0,0,1,-991819.4,0,NA,0,38180.5999999999,0.0115486549264916
"223","20917496914",9,1,"Rural",4439597,4351000,3,2.2,846,1,"Male","Illiterate",0,"Employed",0,240000,4199597,0,178.5,1380000,1380000,0,312700.729927007,5471737.69708029,0,347097.810218978,7113259.00620438,0,0.0540589607570237,0.945941039242976,-1282791.71378159,0,NA,0,97208.2862184052,0.0218957455414096
"224","20918497911",9,1,"Rural",3239014.66666667,3218700,2,1.7,440,1,"Female","Primary",5,"Income without Work",0,2e+05,3039014.66666667,0,178.5,1030000,1030000,0,260583.941605839,3959592.10218978,0,289248.175182482,5147469.73284672,0,0.0617471733173175,0.938252826682683,-930823.045201916,0,NA,0,99176.9547980842,0.0306194830850053
"225","20918498205",9,1,"Rural",4433329.33333333,4034200,4,2.5,440,1,"Female","Primary",5,"Employed",0,50000,4383329.33333333,0,178.5,1720000,1720000,0,65145.9854014599,5711126.17518248,0,72312.0437956204,7424464.02773723,0,0.0112782056645465,0.988721794335453,-1319737.66921127,0,NA,0,400262.330788729,0.0902848177281202
"226","20922499505",9,1,"Rural",6710495,6075000,5,3.4,383,1,"Male","Primary",5,"Employed",0,7e+05,6010495,0,178.5,2050000,2050000,0,912043.795620438,7831192.39051095,0,1012368.61313869,10180550.1076642,0,0.104314212289853,0.895685787710147,-1870543.07920873,0,NA,0,179456.92079127,0.0267427247604342
"227","20927502111",9,1,"Rural",4394430.33333333,3825000,3,2.2,741,1,"Male","Secondary",8,"Employed",150000,160000,4084430.33333333,0,178.5,1380000,1380000,150000,208467.153284672,5321684.77737226,225000,231398.540145985,6918190.21058394,0.0341341171942575,0.036409725007208,0.929456157798535,-1313371.03347057,0,NA,0,66628.9665294343,0.0151621396803198
"228","20930500508",9,1,"Rural",5454779.33333333,5082900,4,2.7,387,1,"Male","Primary",5,"Employed",120000,50000,5284779.33333333,0,178.5,1720000,1720000,120000,65145.9854014599,6885643.1459854,180000,72312.0437956204,8951336.08978102,0.0219990567293342,0.0091662736372226,0.968834669633443,-1648497.50529171,0,NA,0,71502.4947082934,0.0131082286448056
"229","20934503802",9,1,"Rural",4919496,3112200,4,2.9,661,1,"Male","Illiterate",0,"Income without Work",150000,3e+05,4469496,0,178.5,1720000,1720000,150000,390875.912408759,5823394.42335766,225000,433872.262773723,7570412.75036496,0.0304909283390006,0.0609818566780012,0.908527214982998,-1442220.53128445,0,NA,0,277779.468715549,0.0564650258310098
"230","20938503308",9,1,"Rural",2632064.66666667,2613000,2,1.7,557,1,"Male","Illiterate",0,"Income without Work",0,0,2632064.66666667,0,178.5,1030000,1030000,0,0,3429368.9270073,0,0,4458179.60510949,0,0,1,-789619.4,0,NA,0,240380.6,0.0913277713288199
"231","20938503311",9,1,"Rural",3094064.66666667,3075000,2,1.7,557,1,"Male","Illiterate",0,"Income without Work",0,80000,3014064.66666667,0,178.5,1030000,1030000,0,104233.576642336,3927084.25547445,0,115699.270072993,5105209.53211679,0,0.0258559560379798,0.97414404396202,-911820.478571757,0,NA,0,118179.521428243,0.0381955563829767
"232","21001514208",10,1,"Rural",2958283.33333333,2886200,2,1.7,211,1,"Female","Illiterate",0,"Income without Work",0,1e+05,2858283.33333333,0,176.8,1030000,1030000,0,129051.094890511,3688645.93673966,0,143246.715328467,4795239.71776156,0,0.0338033882262799,0.96619661177372,-866999.204437409,0,NA,0,163000.795562591,0.0550997917359475
"233","21001514308",10,1,"Rural",1099166.66666667,1080000,2,1.7,317,1,"Male","Illiterate",0,"Income without Work",0,0,1099166.66666667,0,176.8,1030000,1030000,0,0,1418486.61800487,0,0,1844032.60340633,0,0,1,-329750,0,NA,0,700250,0.637073540561031
"234","21020513614",10,1,"Rural",3774898,3400000,2,1.7,278,1,"Male","Illiterate",0,"Income without Work",0,650000,3124898,0,176.8,1030000,1030000,0,838832.116788321,4032715.08321168,0,931103.649635037,5242529.60817518,0,0.172190083016813,0.827809916983187,-1000755.68602008,0,NA,0,29244.313979919,0.00774704746457227
"235","21101516005",11,1,"Rural",3330527.33333333,3205000,6,3.9,606,1,"Male","Primary",5,"Unemployed",0,0,3330527.33333333,0,185.2,2050000,2050000,0,0,4502289.50462287,0,0,5852976.35600973,0,0,1,-999158.2,0,NA,0,1050841.8,0.315518143172923
"236","21101516008",11,1,"Rural",5938083.33333333,4308500,7,4.2,606,1,"Male","Primary",5,"Income without Work",0,240000,5698083.33333333,0,185.2,2050000,2050000,0,324437.95620438,7702810.4622871,0,360126.131386861,10013653.6009732,0,0.040417081830557,0.959582918169443,-1732284.7478314,0,NA,0,317715.252168597,0.0535046806071427
"237","21101516011",11,1,"Rural",1025000,805000,1,1,606,1,"Female","Illiterate",0,"Income without Work",0,0,1025000,0,185.2,550000,550000,0,0,1385620.4379562,0,0,1801306.56934307,0,0,1,-307500,0,NA,0,242500,0.236585365853658
"238","21101516014",11,1,"Rural",1762097,1718500,3,2.2,606,1,"Male","Primary",5,"Unemployed",0,120000,1642097,0,185.2,1380000,1380000,0,162218.97810219,2219827.47737226,0,180063.065693431,2885775.72058394,0,0.0681006777719955,0.931899322228004,-504112.5749933,0,NA,0,875887.4250067,0.497071060791035
"239","21101516017",11,1,"Rural",1443000,1223000,1,1,606,1,"Female","Illiterate",0,"Income without Work",0,0,1443000,0,185.2,550000,550000,0,0,1950683.21167883,0,0,2535888.17518248,0,0,1,-432900,0,NA,0,117100,0.0811503811503811
"240","21101516102",11,1,"Rural",6671750,5271000,6,3.7,606,1,"Male","Secondary",11,"Unemployed",0,120000,6551750,0,185.2,2050000,2050000,0,162218.97810219,8856818.24817518,0,180063.065693431,11513863.7226277,0,0.0179862854573388,0.982013714542661,-1976911.3286132,0,NA,0,73088.6713868012,0.0109549475605053
"241","21101516105",11,1,"Rural",4280578.33333333,4153000,5,3.4,606,1,"Male","Primary",5,"Unemployed",0,180000,4100578.33333333,0,185.2,2050000,2050000,0,243328.467153285,5543263.55717762,0,270094.598540146,7206242.6243309,0,0.0420503927234132,0.957949607276587,-1247323.06101399,0,NA,0,802676.938986013,0.187516002857717
"242","21101516111",11,1,"Rural",4873629.33333333,4815500,4,3.1,606,1,"Male","Primary",5,"Employed",0,140000,4733629.33333333,0,185.2,1720000,1720000,0,189255.474452555,6399037.60973236,0,210073.576642336,8318748.89265207,0,0.0287260253959951,0.971273974604005,-1433397.18914276,0,NA,0,286602.810857238,0.0588068544517756
"243","21101516114",11,1,"Rural",1580532.33333333,1566000,1,1,606,1,"Male","Primary",5,"Unemployed",0,0,1580532.33333333,0,185.2,550000,550000,0,0,2136602.83309002,0,0,2777583.68301703,0,0,1,-474159.7,0,NA,0,75840.2999999999,0.0479840231044519
"244","21101516202",11,1,"Rural",5943277.33333333,5803000,6,4.3,606,1,"Male","Secondary",8,"Unemployed",0,2e+05,5743277.33333333,0,185.2,2050000,2050000,0,270364.96350365,7763904.83309002,0,300105.109489051,10093076.283017,0,0.0336514668225702,0.96634853317743,-1742011.11756294,0,NA,0,307988.882437062,0.0518213882952563
"245","21101516211",11,1,"Rural",5708125,4544500,5,3.8,606,1,"Female","Primary",5,"Housekeeper",0,260000,5448125,0,185.2,2050000,2050000,0,351474.452554745,7364910.5839416,0,390136.642335766,9574383.75912409,0,0.0455491076316654,0.954450892368335,-1659223.78178062,0,NA,0,390776.218219381,0.068459646244499
"246","21101516305",11,1,"Rural",2289000,1849000,2,1.7,606,1,"Male","Primary",5,"Income without Work",0,0,2289000,0,185.2,1030000,1030000,0,0,3094327.00729927,0,0,4022625.10948905,0,0,1,-686700,0,NA,0,343300,0.149978156400175
"247","21101516308",11,1,"Rural",2312597,2269000,3,2.2,606,1,"Male","Secondary",12,"Unemployed",0,280000,2032597,0,185.2,1380000,1380000,0,378510.948905109,2747715.06861314,0,420147.153284672,3572029.58919708,0,0.121076002433628,0.878923997566372,-636812.194030533,0,NA,0,743187.805969467,0.321365030729291
"248","21101516402",11,1,"Rural",1600166.66666667,1381000,1,1,606,1,"Male","Illiterate",0,"Income without Work",0,0,1600166.66666667,0,185.2,550000,550000,0,0,2163145.01216545,0,0,2812088.51581509,0,0,1,-480050,0,NA,0,69949.9999999999,0.043714196437871
"249","21101516505",11,1,"Rural",6569777.33333333,5108000,6,3.9,606,1,"Female","Primary",5,"Housekeeper",0,4e+05,6169777.33333333,0,185.2,2050000,2050000,0,540729.927007299,8340458.11776156,0,600210.218978102,10842595.55309,0,0.0608848640836737,0.939115135916326,-1889164.9291844,0,NA,0,160835.070815602,0.0244810535662399
"250","21101516514",11,1,"Rural",5202978.33333333,5108400,5,3.4,606,1,"Male","Illiterate",0,"Other",0,80000,5122978.33333333,0,185.2,2050000,2050000,0,108145.98540146,6925369.25060827,0,120042.04379562,9002980.02579075,0,0.0153758087915671,0.984624191208433,-1544481.00277584,0,NA,0,505518.997224163,0.0971595430227935
"251","21101516517",11,1,"Rural",620532.333333333,606000,1,1,606,1,"Female","Illiterate",0,"Housekeeper",0,0,620532.333333333,0,185.2,550000,550000,0,0,838851.008272506,0,0,1090506.31075426,0,0,1,-186159.7,0,NA,0,363840.3,0.586335764400136
"252","21101516602",11,1,"Rural",6334694,6225000,6,3.9,606,1,"Male","Primary",5,"Unemployed",0,0,6334694,0,185.2,2050000,2050000,0,0,8563396.56058394,0,0,11132415.5287591,0,0,1,-1900408.2,0,NA,1,149591.8,0.023614684466211
"253","21101516614",11,1,"Rural",1753000,1533000,1,1,606,1,"Female","Illiterate",0,"Income without Work",0,0,1753000,0,185.2,550000,550000,0,0,2369748.90510949,0,0,3080673.57664234,0,0,1,-525900,0,NA,0,24099.9999999999,0.0137478608100399
"254","21101516702",11,1,"Rural",2557400,2092400,2,1.7,606,1,"Male","Illiterate",0,"Income without Work",0,0,2557400,0,185.2,1030000,1030000,0,0,3457156.78832117,0,0,4494303.82481752,0,0,1,-767220,0,NA,0,262780,0.102752795808243
"255","21102516802",11,1,"Rural",1458699,1445000,1,1,713,1,"Male","Secondary",12,"Unemployed",0,0,1458699,0,185.2,550000,550000,0,0,1971905.50948905,0,0,2563477.16233577,0,0,1,-437609.7,0,NA,0,112390.3,0.0770483149710803
